compound_id,gene_id,cosine_similarity,compound_cluster,gene_cluster
CMPD_0019,GENE_0391,0.2603504955768585,27,25
CMPD_0019,GENE_0347,0.2579934298992157,27,13
CMPD_0019,GENE_0543,0.2575087547302246,27,9
CMPD_0020,GENE_1148,0.4065062403678894,20,7
CMPD_0020,GENE_0576,0.35018622875213623,20,20
CMPD_0020,GENE_0717,0.3435788154602051,20,16
CMPD_0020,GENE_0353,0.3208690285682678,20,23
CMPD_0020,GENE_0668,0.31593653559684753,20,7
CMPD_0021,GENE_0567,0.32647815346717834,1,27
CMPD_0021,GENE_0270,0.2915412187576294,1,19
CMPD_0021,GENE_0474,0.2900860905647278,1,15
CMPD_0021,GENE_1193,0.2892056107521057,1,19
CMPD_0021,GENE_0759,0.27570438385009766,1,19
CMPD_0022,GENE_0542,0.3257882297039032,23,6
CMPD_0022,GENE_0945,0.3067743480205536,23,23
CMPD_0022,GENE_1136,0.2739740312099457,23,23
CMPD_0022,GENE_0782,0.26860615611076355,23,17
CMPD_0022,GENE_0664,0.26396092772483826,23,29
CMPD_0023,GENE_0958,0.2874943017959595,12,20
CMPD_0023,GENE_0166,0.27704644203186035,12,6
CMPD_0023,GENE_1161,0.2751605808734894,12,6
CMPD_0023,GENE_0680,0.2741040587425232,12,22
CMPD_0023,GENE_0974,0.27354487776756287,12,6
CMPD_0024,GENE_0259,0.30288517475128174,4,18
CMPD_0024,GENE_0579,0.2574688494205475,4,10
CMPD_0024,GENE_0147,0.2567783296108246,4,25
CMPD_0024,GENE_0624,0.25555697083473206,4,27
CMPD_0024,GENE_0418,0.25227421522140503,4,4
CMPD_0025,GENE_0833,0.300881028175354,3,3
CMPD_0025,GENE_0979,0.28976690769195557,3,5
CMPD_0025,GENE_0906,0.28185558319091797,3,5
CMPD_0025,GENE_0097,0.28100815415382385,3,8
CMPD_0025,GENE_0176,0.2778163552284241,3,20
CMPD_0026,GENE_0030,0.3007276952266693,2,7
CMPD_0026,GENE_0178,0.2955102026462555,2,6
CMPD_0026,GENE_1015,0.2854691743850708,2,10
CMPD_0026,GENE_0387,0.28085044026374817,2,10
CMPD_0026,GENE_0485,0.2725534439086914,2,27
CMPD_0027,GENE_0457,0.46992728114128113,20,20
CMPD_0027,GENE_0282,0.4242059290409088,20,20
CMPD_0027,GENE_0170,0.40490782260894775,20,8
CMPD_0027,GENE_0257,0.38658347725868225,20,20
CMPD_0027,GENE_0650,0.3753865659236908,20,20
CMPD_0028,GENE_0889,0.48153018951416016,19,19
CMPD_0028,GENE_0769,0.42297491431236267,19,19
CMPD_0028,GENE_1149,0.38982459902763367,19,19
CMPD_0028,GENE_0270,0.3866412043571472,19,19
CMPD_0028,GENE_0669,0.38168594241142273,19,19
CMPD_0029,GENE_0417,0.3251658082008362,12,23
CMPD_0029,GENE_0410,0.3024720847606659,12,22
CMPD_0029,GENE_1135,0.29136013984680176,12,24
CMPD_0029,GENE_0545,0.2904719114303589,12,22
CMPD_0029,GENE_0838,0.2851611077785492,12,23
CMPD_0030,GENE_0808,0.3942418694496155,19,19
CMPD_0030,GENE_0616,0.32375723123550415,19,24
CMPD_0030,GENE_0695,0.31918951869010925,19,19
CMPD_0030,GENE_0799,0.3129746913909912,19,1
CMPD_0030,GENE_0849,0.3126559257507324,19,14
CMPD_0031,GENE_0184,0.2985377013683319,7,25
CMPD_0031,GENE_0386,0.2868850827217102,7,14
CMPD_0031,GENE_0943,0.28378236293792725,7,17
CMPD_0031,GENE_0563,0.2589714825153351,7,21
CMPD_0031,GENE_0809,0.25039300322532654,7,13
CMPD_0032,GENE_1106,0.3972069323062897,0,23
CMPD_0032,GENE_0206,0.3787851333618164,0,3
CMPD_0032,GENE_0999,0.3754633665084839,0,13
CMPD_0032,GENE_0459,0.3615681231021881,0,6
CMPD_0032,GENE_0953,0.3535628616809845,0,28
CMPD_0033,GENE_0876,0.350398451089859,14,14
CMPD_0033,GENE_0035,0.3440161645412445,14,25
CMPD_0033,GENE_0757,0.30311140418052673,14,25
CMPD_0033,GENE_0723,0.29997214674949646,14,14
CMPD_0033,GENE_0685,0.2703697383403778,14,6
CMPD_0034,GENE_0425,0.28592604398727417,9,10
CMPD_0034,GENE_0383,0.2822471261024475,9,10
CMPD_0034,GENE_0322,0.27176275849342346,9,23
CMPD_0034,GENE_0038,0.2682603597640991,9,9
CMPD_0034,GENE_0434,0.26262038946151733,9,7
CMPD_0035,GENE_0216,0.40540048480033875,19,2
CMPD_0035,GENE_0129,0.34521815180778503,19,19
CMPD_0035,GENE_0108,0.3185079097747803,19,19
CMPD_0035,GENE_0699,0.2989286184310913,19,19
CMPD_0035,GENE_1149,0.28387588262557983,19,19
CMPD_0036,GENE_0591,0.35462597012519836,4,25
CMPD_0036,GENE_0259,0.30516940355300903,4,18
CMPD_0036,GENE_0191,0.28425225615501404,4,24
CMPD_0036,GENE_1077,0.2695426344871521,4,20
CMPD_0036,GENE_0011,0.264411598443985,4,17
CMPD_0037,GENE_0494,0.45505115389823914,17,17
CMPD_0037,GENE_0968,0.4123391807079315,17,17
CMPD_0037,GENE_0835,0.33814117312431335,17,19
CMPD_0037,GENE_0296,0.33143025636672974,17,17
CMPD_0037,GENE_0918,0.3267892897129059,17,17
CMPD_0038,GENE_0496,0.33567896485328674,28,19
CMPD_0038,GENE_0276,0.29445627331733704,28,11
CMPD_0038,GENE_1150,0.28502947092056274,28,21
CMPD_0038,GENE_0157,0.2665596604347229,28,0
CMPD_0038,GENE_0424,0.26306337118148804,28,15
CMPD_0039,GENE_0572,0.31284698843955994,15,28
CMPD_0039,GENE_0129,0.26756855845451355,15,19
CMPD_0039,GENE_0973,0.26587343215942383,15,4
CMPD_0039,GENE_0649,0.2596409320831299,15,15
CMPD_0039,GENE_0288,0.25447872281074524,15,15
CMPD_0040,GENE_0117,0.43328818678855896,25,25
CMPD_0040,GENE_0818,0.3950251340866089,25,25
CMPD_0040,GENE_0285,0.390995591878891,25,25
CMPD_0040,GENE_0951,0.3750247061252594,25,25
CMPD_0040,GENE_0337,0.3610670566558838,25,25
CMPD_0041,GENE_0327,0.3303512632846832,25,10
CMPD_0041,GENE_1059,0.32923319935798645,25,20
CMPD_0041,GENE_0167,0.31298473477363586,25,25
CMPD_0041,GENE_0601,0.27863001823425293,25,25
CMPD_0041,GENE_0184,0.27796196937561035,25,25
CMPD_0042,GENE_0317,0.3711487054824829,11,11
CMPD_0042,GENE_0055,0.33594363927841187,11,15
CMPD_0042,GENE_0752,0.31552568078041077,11,11
CMPD_0042,GENE_1176,0.29443874955177307,11,8
CMPD_0042,GENE_0101,0.2892593443393707,11,16
CMPD_0043,GENE_0590,0.32368266582489014,0,0
CMPD_0043,GENE_0312,0.3140956461429596,0,3
CMPD_0043,GENE_1079,0.30535271763801575,0,28
CMPD_0043,GENE_0568,0.282063752412796,0,0
CMPD_0043,GENE_1161,0.27918264269828796,0,6
CMPD_0044,GENE_1085,0.48265892267227173,6,0
CMPD_0044,GENE_0454,0.4100519120693207,6,11
CMPD_0044,GENE_0970,0.4000663459300995,6,6
CMPD_0044,GENE_0475,0.38879555463790894,6,0
CMPD_0044,GENE_0505,0.38834109902381897,6,6
CMPD_0045,GENE_1194,0.35714900493621826,6,6
CMPD_0045,GENE_0277,0.28053876757621765,6,16
CMPD_0045,GENE_0861,0.27801093459129333,6,24
CMPD_0045,GENE_1156,0.2751217782497406,6,28
CMPD_0045,GENE_0089,0.27352598309516907,6,26
CMPD_0046,GENE_0312,0.4447413980960846,13,3
CMPD_0046,GENE_0907,0.4132266640663147,13,13
CMPD_0046,GENE_1137,0.40297162532806396,13,6
CMPD_0046,GENE_1120,0.40151897072792053,13,13
CMPD_0046,GENE_0970,0.3839852809906006,13,6
CMPD_0047,GENE_0368,0.3416725993156433,4,8
CMPD_0047,GENE_0834,0.324152410030365,4,5
CMPD_0047,GENE_0571,0.31413471698760986,4,25
CMPD_0047,GENE_0127,0.3076806366443634,4,23
CMPD_0047,GENE_0379,0.30602070689201355,4,25
CMPD_0048,GENE_0694,0.33376118540763855,27,20
CMPD_0048,GENE_0297,0.315690279006958,27,24
CMPD_0048,GENE_0311,0.3000572621822357,27,7
CMPD_0048,GENE_0632,0.29660576581954956,27,8
CMPD_0048,GENE_0620,0.2622929513454437,27,2
CMPD_0049,GENE_1076,0.318477064371109,21,21
CMPD_0049,GENE_0836,0.31435853242874146,21,11
CMPD_0049,GENE_1114,0.30630144476890564,21,19
CMPD_0049,GENE_0498,0.28829604387283325,21,20
CMPD_0049,GENE_0670,0.2841634452342987,21,4
CMPD_0050,GENE_0058,0.4579834043979645,25,25
CMPD_0050,GENE_0962,0.4548169672489166,25,25
CMPD_0050,GENE_0827,0.40617820620536804,25,25
CMPD_0050,GENE_1172,0.3962407112121582,25,25
CMPD_0050,GENE_1141,0.37365105748176575,25,25
CMPD_0051,GENE_0524,0.3845459818840027,21,10
CMPD_0051,GENE_0131,0.32043546438217163,21,21
CMPD_0051,GENE_0281,0.3125811815261841,21,9
CMPD_0051,GENE_0284,0.3027280867099762,21,26
CMPD_0051,GENE_1180,0.29762715101242065,21,26
CMPD_0052,GENE_1030,0.4266093373298645,23,27
CMPD_0052,GENE_0437,0.37828412652015686,23,23
CMPD_0052,GENE_0546,0.35070765018463135,23,23
CMPD_0052,GENE_1129,0.336294949054718,23,27
CMPD_0052,GENE_1111,0.33461543917655945,23,23
CMPD_0053,GENE_0049,0.3372950553894043,4,5
CMPD_0053,GENE_1080,0.2884405553340912,4,25
CMPD_0053,GENE_0383,0.279009073972702,4,10
CMPD_0053,GENE_0536,0.2654222249984741,4,23
CMPD_0053,GENE_0375,0.26019468903541565,4,21
CMPD_0054,GENE_1020,0.3801492750644684,24,24
CMPD_0054,GENE_0248,0.3227287530899048,24,24
CMPD_0054,GENE_0169,0.30220916867256165,24,11
CMPD_0054,GENE_0983,0.27807140350341797,24,24
CMPD_0054,GENE_0581,0.2683120667934418,24,24
CMPD_0055,GENE_0590,0.3343064785003662,27,0
CMPD_0055,GENE_0048,0.3191600739955902,27,23
CMPD_0055,GENE_0231,0.31292933225631714,27,10
CMPD_0055,GENE_0347,0.2996263802051544,27,13
CMPD_0055,GENE_0361,0.2947404384613037,27,13
CMPD_0056,GENE_0384,0.4036809802055359,9,23
CMPD_0056,GENE_0777,0.33705735206604004,9,9
CMPD_0056,GENE_0426,0.3347429633140564,9,29
CMPD_0056,GENE_0672,0.333525151014328,9,23
CMPD_0056,GENE_0810,0.3180783689022064,9,24
CMPD_0057,GENE_0451,0.3479672372341156,29,10
CMPD_0057,GENE_0258,0.33248093724250793,29,29
CMPD_0057,GENE_0005,0.2944597601890564,29,5
CMPD_0057,GENE_0917,0.29141464829444885,29,9
CMPD_0057,GENE_0087,0.2906801998615265,29,19
CMPD_0058,GENE_0870,0.34663063287734985,6,9
CMPD_0058,GENE_0620,0.3340580463409424,6,2
CMPD_0058,GENE_0403,0.32342126965522766,6,27
CMPD_0058,GENE_0998,0.3072252869606018,6,19
CMPD_0058,GENE_0016,0.3047226071357727,6,21
CMPD_0059,GENE_0871,0.4007602035999298,23,23
CMPD_0059,GENE_0531,0.31191977858543396,23,23
CMPD_0059,GENE_1058,0.3059391975402832,23,23
CMPD_0059,GENE_1146,0.2881885766983032,23,23
CMPD_0059,GENE_0179,0.2799520790576935,23,23
CMPD_0060,GENE_0937,0.3029925227165222,4,8
CMPD_0060,GENE_0489,0.2854866087436676,4,15
CMPD_0060,GENE_0784,0.2806248366832733,4,10
CMPD_0060,GENE_1018,0.28029629588127136,4,26
CMPD_0060,GENE_0797,0.276356041431427,4,6
CMPD_0061,GENE_1156,0.3476925790309906,13,28
CMPD_0061,GENE_0254,0.3238673508167267,13,13
CMPD_0061,GENE_0175,0.32095447182655334,13,29
CMPD_0061,GENE_0580,0.30836600065231323,13,26
CMPD_0061,GENE_0165,0.3065466582775116,13,8
CMPD_0062,GENE_0211,0.3287752866744995,9,27
CMPD_0062,GENE_0558,0.27075356245040894,9,11
CMPD_0062,GENE_0347,0.2683451175689697,9,13
CMPD_0062,GENE_0419,0.24593041837215424,9,10
CMPD_0062,GENE_0384,0.24514372646808624,9,23
CMPD_0063,GENE_0482,0.31208309531211853,19,15
CMPD_0063,GENE_0561,0.2882884442806244,19,19
CMPD_0063,GENE_0734,0.28202924132347107,19,19
CMPD_0063,GENE_0996,0.27830272912979126,19,11
CMPD_0063,GENE_0799,0.27619504928588867,19,1
CMPD_0064,GENE_0365,0.32480934262275696,14,12
CMPD_0064,GENE_1000,0.3097432553768158,14,17
CMPD_0064,GENE_0446,0.2860071659088135,14,0
CMPD_0064,GENE_0218,0.27536413073539734,14,26
CMPD_0064,GENE_1109,0.2691366374492645,14,11
CMPD_0065,GENE_0320,0.3583175539970398,21,12
CMPD_0065,GENE_0957,0.3134598731994629,21,19
CMPD_0065,GENE_0440,0.3021771013736725,21,24
CMPD_0065,GENE_0808,0.301978200674057,21,19
CMPD_0065,GENE_1144,0.29389187693595886,21,19
CMPD_0066,GENE_0879,0.3743394613265991,10,10
CMPD_0066,GENE_1001,0.35286834836006165,10,10
CMPD_0066,GENE_0032,0.3107113838195801,10,10
CMPD_0066,GENE_0010,0.29009348154067993,10,10
CMPD_0066,GENE_0284,0.2877122163772583,10,26
CMPD_0067,GENE_0657,0.3380555808544159,28,12
CMPD_0067,GENE_0822,0.31836530566215515,28,22
CMPD_0067,GENE_0513,0.29433783888816833,28,20
CMPD_0067,GENE_0190,0.2820449769496918,28,28
CMPD_0067,GENE_1078,0.27926263213157654,28,1
CMPD_0068,GENE_0191,0.30785417556762695,0,24
CMPD_0068,GENE_1181,0.2821809947490692,0,24
CMPD_0068,GENE_0241,0.278634637594223,0,16
CMPD_0068,GENE_0946,0.2782334089279175,0,23
CMPD_0068,GENE_0387,0.26476702094078064,0,10
CMPD_0069,GENE_0713,0.3231396973133087,13,19
CMPD_0069,GENE_0305,0.32297492027282715,13,15
CMPD_0069,GENE_0310,0.29458320140838623,13,25
CMPD_0069,GENE_0768,0.2919382154941559,13,19
CMPD_0069,GENE_0098,0.27777034044265747,13,17
CMPD_0070,GENE_0126,0.3408048748970032,22,22
CMPD_0070,GENE_1029,0.30494728684425354,22,13
CMPD_0070,GENE_0752,0.28219476342201233,22,11
CMPD_0070,GENE_0999,0.26662513613700867,22,13
CMPD_0070,GENE_0545,0.26418837904930115,22,22
CMPD_0071,GENE_0519,0.40172556042671204,23,23
CMPD_0071,GENE_1011,0.35100051760673523,23,7
CMPD_0071,GENE_0059,0.3278680443763733,23,10
CMPD_0071,GENE_0750,0.3205820620059967,23,10
CMPD_0071,GENE_0049,0.30883774161338806,23,5
CMPD_0072,GENE_0563,0.3214372396469116,5,21
CMPD_0072,GENE_1190,0.3048834800720215,5,8
CMPD_0072,GENE_0345,0.3038873076438904,5,9
CMPD_0072,GENE_0201,0.29558461904525757,5,5
CMPD_0072,GENE_0850,0.27490130066871643,5,26
CMPD_0073,GENE_1160,0.3473122715950012,28,14
CMPD_0073,GENE_0667,0.32172873616218567,28,10
CMPD_0073,GENE_0319,0.29533979296684265,28,25
CMPD_0073,GENE_0063,0.27680104970932007,28,25
CMPD_0073,GENE_0080,0.2718989849090576,28,29
CMPD_0074,GENE_0189,0.29804548621177673,29,28
CMPD_0074,GENE_0291,0.28037750720977783,29,23
CMPD_0074,GENE_0884,0.26594647765159607,29,0
CMPD_0074,GENE_0364,0.25698909163475037,29,25
CMPD_0074,GENE_1171,0.25594767928123474,29,4
CMPD_0075,GENE_1140,0.3494623303413391,29,29
CMPD_0075,GENE_1150,0.2929806113243103,29,21
CMPD_0075,GENE_0415,0.26763373613357544,29,19
CMPD_0075,GENE_0024,0.2654583752155304,29,23
CMPD_0075,GENE_0447,0.2644607722759247,29,16
CMPD_0076,GENE_0192,0.37774553894996643,21,24
CMPD_0076,GENE_0677,0.36367565393447876,21,21
CMPD_0076,GENE_0140,0.3290276825428009,21,21
CMPD_0076,GENE_0592,0.31411170959472656,21,24
CMPD_0076,GENE_0983,0.3135110139846802,21,24
CMPD_0077,GENE_0370,0.3432215452194214,26,24
CMPD_0077,GENE_0805,0.3008630573749542,26,7
CMPD_0077,GENE_0252,0.2706849277019501,26,26
CMPD_0077,GENE_0633,0.26833897829055786,26,4
CMPD_0077,GENE_0502,0.2628863453865051,26,24
CMPD_0078,GENE_1057,0.3358835279941559,21,24
CMPD_0078,GENE_0546,0.32178133726119995,21,23
CMPD_0078,GENE_0575,0.2984797954559326,21,8
CMPD_0078,GENE_1179,0.2931053936481476,21,17
CMPD_0078,GENE_0848,0.27042388916015625,21,27
CMPD_0079,GENE_1029,0.32614678144454956,15,13
CMPD_0079,GENE_0784,0.2780103087425232,15,10
CMPD_0079,GENE_1021,0.2638733386993408,15,17
CMPD_0079,GENE_0080,0.2592422664165497,15,29
CMPD_0079,GENE_0477,0.25025317072868347,15,25
CMPD_0080,GENE_0231,0.38184285163879395,2,10
CMPD_0080,GENE_0808,0.3415132462978363,2,19
CMPD_0080,GENE_0132,0.3365898132324219,2,26
CMPD_0080,GENE_0332,0.3352617025375366,2,13
CMPD_0080,GENE_0517,0.31301259994506836,2,10
CMPD_0081,GENE_0733,0.3243197202682495,21,5
CMPD_0081,GENE_0353,0.3025054931640625,21,23
CMPD_0081,GENE_0439,0.29167571663856506,21,28
CMPD_0081,GENE_0837,0.2767597734928131,21,16
CMPD_0081,GENE_0242,0.2736794054508209,21,9
CMPD_0082,GENE_0340,0.3680157959461212,20,20
CMPD_0082,GENE_0047,0.34192368388175964,20,20
CMPD_0082,GENE_1104,0.31648868322372437,20,20
CMPD_0082,GENE_0410,0.3090844452381134,20,22
CMPD_0082,GENE_0573,0.3021394610404968,20,0
CMPD_0083,GENE_0058,0.30465278029441833,13,25
CMPD_0083,GENE_0908,0.2907071113586426,13,11
CMPD_0083,GENE_0435,0.2705399990081787,13,11
CMPD_0083,GENE_0297,0.2697175443172455,13,24
CMPD_0083,GENE_0705,0.2681088447570801,13,22
CMPD_0084,GENE_0420,0.3318365812301636,15,25
CMPD_0084,GENE_1189,0.313516765832901,15,27
CMPD_0084,GENE_0155,0.29035335779190063,15,17
CMPD_0084,GENE_0028,0.2671329379081726,15,17
CMPD_0084,GENE_0196,0.26512590050697327,15,17
CMPD_0085,GENE_0102,0.3257390856742859,0,8
CMPD_0085,GENE_0008,0.32535505294799805,0,29
CMPD_0085,GENE_0746,0.3139842748641968,0,17
CMPD_0085,GENE_0340,0.2924703061580658,0,20
CMPD_0085,GENE_0499,0.2872098386287689,0,15
CMPD_0086,GENE_0141,0.3306560516357422,27,19
CMPD_0086,GENE_0633,0.32900920510292053,27,4
CMPD_0086,GENE_1155,0.30896127223968506,27,10
CMPD_0086,GENE_0051,0.3012302815914154,27,15
CMPD_0086,GENE_0235,0.295271635055542,27,28
CMPD_0087,GENE_0603,0.34574565291404724,27,10
CMPD_0087,GENE_0533,0.3164914846420288,27,26
CMPD_0087,GENE_0440,0.31495201587677,27,24
CMPD_0087,GENE_0618,0.2923501431941986,27,29
CMPD_0087,GENE_0118,0.2920541763305664,27,24
CMPD_0088,GENE_0725,0.3666266202926636,23,23
CMPD_0088,GENE_0895,0.31317460536956787,23,23
CMPD_0088,GENE_0698,0.2976590692996979,23,27
CMPD_0088,GENE_0728,0.28407010436058044,23,14
CMPD_0088,GENE_0536,0.2773650586605072,23,23
CMPD_0089,GENE_0212,0.3545290529727936,11,23
CMPD_0089,GENE_0169,0.29270073771476746,11,11
CMPD_0089,GENE_0245,0.2896263003349304,11,2
CMPD_0089,GENE_0302,0.2844146490097046,11,23
CMPD_0089,GENE_0801,0.27590128779411316,11,20
CMPD_0090,GENE_0011,0.35190197825431824,28,17
CMPD_0090,GENE_0181,0.32853230834007263,28,17
CMPD_0090,GENE_0399,0.32846081256866455,28,17
CMPD_0090,GENE_0344,0.2765701413154602,28,1
CMPD_0090,GENE_0297,0.27571749687194824,28,24
CMPD_0091,GENE_1092,0.2925718128681183,27,27
CMPD_0091,GENE_0341,0.27652207016944885,27,27
CMPD_0091,GENE_0172,0.2634600102901459,27,0
CMPD_0091,GENE_0517,0.26039254665374756,27,10
CMPD_0091,GENE_0239,0.2598355710506439,27,8
CMPD_0092,GENE_0898,0.46547219157218933,23,23
CMPD_0092,GENE_1088,0.3617643117904663,23,23
CMPD_0092,GENE_0922,0.3389476537704468,23,23
CMPD_0092,GENE_1049,0.32577160000801086,23,23
CMPD_0092,GENE_1112,0.31542912125587463,23,23
CMPD_0093,GENE_1090,0.34976401925086975,16,3
CMPD_0093,GENE_1114,0.3325801193714142,16,19
CMPD_0093,GENE_0615,0.30250075459480286,16,24
CMPD_0093,GENE_1150,0.2807476222515106,16,21
CMPD_0093,GENE_1013,0.27607083320617676,16,0
CMPD_0094,GENE_0852,0.35599613189697266,2,15
CMPD_0094,GENE_0672,0.342210054397583,2,23
CMPD_0094,GENE_0804,0.3360840678215027,2,10
CMPD_0094,GENE_0406,0.33498615026474,2,27
CMPD_0094,GENE_0059,0.2854466736316681,2,10
CMPD_0095,GENE_0672,0.3579055368900299,29,23
CMPD_0095,GENE_1171,0.3421754539012909,29,4
CMPD_0095,GENE_0156,0.31966063380241394,29,23
CMPD_0095,GENE_0466,0.30340954661369324,29,17
CMPD_0095,GENE_1093,0.28108832240104675,29,10
CMPD_0096,GENE_1147,0.2835844159126282,14,28
CMPD_0096,GENE_1030,0.2625788748264313,14,27
CMPD_0096,GENE_0745,0.2573298215866089,14,23
CMPD_0096,GENE_0153,0.24703606963157654,14,13
CMPD_0096,GENE_0653,0.23368914425373077,14,28
CMPD_0097,GENE_0873,0.33779463171958923,20,8
CMPD_0097,GENE_0583,0.3119739592075348,20,8
CMPD_0097,GENE_0721,0.3102036416530609,20,11
CMPD_0097,GENE_0866,0.2823907434940338,20,0
CMPD_0097,GENE_1102,0.2726602852344513,20,14
CMPD_0098,GENE_0716,0.37319591641426086,27,27
CMPD_0098,GENE_1161,0.3203956186771393,27,6
CMPD_0098,GENE_1137,0.2866164743900299,27,6
CMPD_0098,GENE_0798,0.2862481474876404,27,29
CMPD_0098,GENE_0832,0.28553831577301025,27,12
CMPD_0099,GENE_0970,0.29197439551353455,0,6
CMPD_0099,GENE_0735,0.27269789576530457,0,23
CMPD_0099,GENE_0013,0.27096039056777954,0,0
