entity_id,entity_type,n_obs,morph_repl_corr,tx_repl_corr
CMPD_0173,compound,12,0.4099217355251312,0.3947758376598358
CMPD_0396,compound,12,0.40989890694618225,0.4119572639465332
CMPD_0584,compound,12,0.4098866283893585,0.39650842547416687
CMPD_0420,compound,12,0.4098324775695801,0.4173559844493866
CMPD_0048,compound,12,0.40969526767730713,0.3991992771625519
CMPD_0211,compound,12,0.4096281826496124,0.3884179890155792
CMPD_0039,compound,12,0.40950632095336914,0.38274767994880676
CMPD_0451,compound,12,0.4094676971435547,0.37491026520729065
CMPD_0028,compound,12,0.4092877209186554,0.3844156265258789
CMPD_0504,compound,12,0.40914738178253174,0.3925657272338867
CMPD_0020,compound,12,0.4088772237300873,0.37531009316444397
CMPD_0253,compound,12,0.4088108539581299,0.40537014603614807
CMPD_0252,compound,12,0.4088106155395508,0.4281885325908661
CMPD_0309,compound,12,0.4087151288986206,0.3844435513019562
CMPD_0432,compound,12,0.40862321853637695,0.4009823501110077
CMPD_0556,compound,12,0.4086088240146637,0.3844253122806549
CMPD_0339,compound,12,0.4085104167461395,0.4006101191043854
CMPD_0055,compound,12,0.40846267342567444,0.3741288483142853
CMPD_0236,compound,12,0.4083954393863678,0.40488696098327637
CMPD_0143,compound,12,0.4082057476043701,0.38784289360046387
CMPD_0251,compound,12,0.40815338492393494,0.4238825738430023
CMPD_0409,compound,12,0.4080542027950287,0.37933897972106934
CMPD_0295,compound,12,0.40800726413726807,0.37956157326698303
CMPD_0077,compound,12,0.40798449516296387,0.39638862013816833
CMPD_0121,compound,12,0.40782713890075684,0.38014253973960876
CMPD_0377,compound,12,0.4076957702636719,0.4039015471935272
CMPD_0428,compound,12,0.4075760543346405,0.3789810240268707
CMPD_0468,compound,12,0.407459020614624,0.39011624455451965
CMPD_0411,compound,12,0.4074341356754303,0.3934580385684967
CMPD_0198,compound,12,0.4073258638381958,0.3877164125442505
CMPD_0511,compound,12,0.40720924735069275,0.3982221186161041
CMPD_0292,compound,12,0.4071102440357208,0.3806515038013458
CMPD_0026,compound,12,0.40710940957069397,0.4174909293651581
CMPD_0233,compound,12,0.4070071280002594,0.38387826085090637
CMPD_0192,compound,12,0.40692225098609924,0.40089428424835205
CMPD_0082,compound,12,0.40663573145866394,0.3877505958080292
CMPD_0068,compound,12,0.40625476837158203,0.3737320005893707
CMPD_0322,compound,12,0.4061899483203888,0.4105588495731354
CMPD_0390,compound,12,0.40600821375846863,0.40422213077545166
CMPD_0321,compound,12,0.4058701992034912,0.4075050354003906
CMPD_0204,compound,12,0.4058471918106079,0.3775119483470917
CMPD_0049,compound,12,0.4057145118713379,0.3995426595211029
CMPD_0357,compound,12,0.40559422969818115,0.39597824215888977
CMPD_0493,compound,12,0.40545666217803955,0.38262489438056946
CMPD_0423,compound,12,0.4054315984249115,0.39211809635162354
CMPD_0208,compound,12,0.4053017199039459,0.39162495732307434
CMPD_0161,compound,12,0.40528416633605957,0.42024675011634827
CMPD_0386,compound,12,0.4052278995513916,0.3791476786136627
CMPD_0570,compound,12,0.405158668756485,0.3941444158554077
CMPD_0021,compound,12,0.40508905053138733,0.39531412720680237
CMPD_0169,compound,12,0.40505191683769226,0.3850594460964203
CMPD_0152,compound,12,0.405019074678421,0.3823697865009308
CMPD_0519,compound,12,0.4049071967601776,0.4205956757068634
CMPD_0129,compound,12,0.4047751724720001,0.37400391697883606
CMPD_0075,compound,12,0.40443024039268494,0.4028071165084839
CMPD_0433,compound,12,0.4043121337890625,0.37826797366142273
CMPD_0186,compound,12,0.4041944742202759,0.3795822560787201
CMPD_0193,compound,12,0.4041390120983124,0.3464879095554352
CMPD_0183,compound,12,0.40411099791526794,0.37829288840293884
CMPD_0456,compound,12,0.40398740768432617,0.40095415711402893
CMPD_0312,compound,12,0.40395936369895935,0.3627316653728485
CMPD_0311,compound,12,0.4038968086242676,0.3698265552520752
CMPD_0272,compound,12,0.40389013290405273,0.39731287956237793
CMPD_0591,compound,12,0.4038707911968231,0.3997436463832855
CMPD_0014,compound,12,0.40381789207458496,0.3888162076473236
CMPD_0558,compound,12,0.4038160741329193,0.4011898934841156
CMPD_0181,compound,12,0.4035545587539673,0.4366241991519928
CMPD_0472,compound,12,0.4035438001155853,0.40052056312561035
CMPD_0296,compound,12,0.403456449508667,0.39973747730255127
CMPD_0483,compound,12,0.4034213721752167,0.41323208808898926
CMPD_0084,compound,12,0.4033946096897125,0.3810560703277588
CMPD_0479,compound,12,0.40337076783180237,0.4125719368457794
CMPD_0104,compound,12,0.40326163172721863,0.3954937756061554
CMPD_0474,compound,12,0.40247368812561035,0.4041539430618286
CMPD_0134,compound,12,0.40237531065940857,0.4003022015094757
CMPD_0462,compound,12,0.4022376537322998,0.38387587666511536
CMPD_0108,compound,12,0.40222835540771484,0.40012672543525696
CMPD_0212,compound,12,0.40209782123565674,0.39801546931266785
CMPD_0063,compound,12,0.4020704925060272,0.41867324709892273
CMPD_0580,compound,12,0.40192529559135437,0.3979971408843994
CMPD_0384,compound,12,0.4016765356063843,0.41668927669525146
CMPD_0512,compound,12,0.40166381001472473,0.37463268637657166
CMPD_0429,compound,12,0.40163686871528625,0.3633749485015869
CMPD_0182,compound,12,0.40162935853004456,0.3889632225036621
CMPD_0224,compound,12,0.40162262320518494,0.40589264035224915
CMPD_0336,compound,12,0.40159371495246887,0.4005153179168701
CMPD_0133,compound,12,0.40155649185180664,0.42391619086265564
CMPD_0427,compound,12,0.40155163407325745,0.3950519263744354
CMPD_0033,compound,12,0.4014498293399811,0.38763415813446045
CMPD_0410,compound,12,0.4013706147670746,0.39222899079322815
CMPD_0285,compound,12,0.40130114555358887,0.4139157831668854
CMPD_0505,compound,12,0.401224285364151,0.38691142201423645
CMPD_0175,compound,12,0.40119192004203796,0.38000011444091797
CMPD_0151,compound,12,0.4009215831756592,0.38881099224090576
CMPD_0435,compound,12,0.4008702039718628,0.3697178065776825
CMPD_0523,compound,12,0.40078115463256836,0.38719308376312256
CMPD_0001,compound,12,0.4006998836994171,0.3720298111438751
CMPD_0484,compound,12,0.4006370007991791,0.4115981161594391
CMPD_0051,compound,12,0.40058669447898865,0.3788200616836548
CMPD_0298,compound,12,0.4004898965358734,0.3888561427593231
CMPD_0526,compound,12,0.4000033438205719,0.3756276071071625
CMPD_0214,compound,12,0.39985713362693787,0.3503411114215851
CMPD_0291,compound,12,0.3997645378112793,0.3888026475906372
CMPD_0408,compound,12,0.39974090456962585,0.37770283222198486
CMPD_0365,compound,12,0.3996944725513458,0.363480806350708
CMPD_0123,compound,12,0.3995632827281952,0.3980189561843872
CMPD_0005,compound,12,0.3995596170425415,0.38368916511535645
CMPD_0145,compound,12,0.39952147006988525,0.39775943756103516
CMPD_0278,compound,12,0.39946210384368896,0.4055900275707245
CMPD_0027,compound,12,0.3994579017162323,0.403455525636673
CMPD_0422,compound,12,0.3994481861591339,0.35978183150291443
CMPD_0327,compound,12,0.3993113934993744,0.39231371879577637
CMPD_0160,compound,12,0.39927124977111816,0.3856542110443115
CMPD_0380,compound,12,0.3992631137371063,0.43238887190818787
CMPD_0230,compound,12,0.39921656250953674,0.393589586019516
CMPD_0491,compound,12,0.39909693598747253,0.37681475281715393
CMPD_0235,compound,12,0.3990829288959503,0.4051952064037323
CMPD_0282,compound,12,0.39907410740852356,0.3922605812549591
CMPD_0112,compound,12,0.3990304470062256,0.3725444972515106
CMPD_0131,compound,12,0.39899614453315735,0.3978889286518097
CMPD_0542,compound,12,0.39894959330558777,0.3915712535381317
CMPD_0333,compound,12,0.39890381693840027,0.3867359161376953
CMPD_0585,compound,12,0.3988809287548065,0.3933180272579193
CMPD_0524,compound,12,0.3988358974456787,0.3692687749862671
CMPD_0461,compound,12,0.39873528480529785,0.3871971070766449
CMPD_0300,compound,12,0.39852723479270935,0.4122152328491211
CMPD_0334,compound,12,0.39835047721862793,0.3805548846721649
CMPD_0170,compound,12,0.3982506990432739,0.3904865086078644
CMPD_0554,compound,12,0.39823225140571594,0.3792189061641693
CMPD_0035,compound,12,0.3982151746749878,0.38016703724861145
CMPD_0263,compound,12,0.3979397714138031,0.39841461181640625
CMPD_0004,compound,12,0.3978997766971588,0.40527141094207764
CMPD_0471,compound,12,0.39786455035209656,0.372831791639328
CMPD_0130,compound,12,0.39756855368614197,0.3841395378112793
CMPD_0323,compound,12,0.39750030636787415,0.3947769105434418
CMPD_0328,compound,12,0.39747297763824463,0.38727912306785583
CMPD_0135,compound,12,0.39746007323265076,0.3823130130767822
CMPD_0172,compound,12,0.3974064588546753,0.3894275426864624
CMPD_0016,compound,12,0.39740610122680664,0.3915732800960541
CMPD_0485,compound,12,0.39737990498542786,0.39579665660858154
CMPD_0268,compound,12,0.3972938060760498,0.3600204288959503
CMPD_0319,compound,12,0.3972747325897217,0.38177287578582764
CMPD_0231,compound,12,0.3972737491130829,0.3681294023990631
CMPD_0536,compound,12,0.39727047085762024,0.3622943162918091
CMPD_0106,compound,12,0.39713481068611145,0.3894136846065521
CMPD_0305,compound,12,0.397113174200058,0.4007948338985443
CMPD_0201,compound,12,0.39703312516212463,0.37883463501930237
CMPD_0003,compound,12,0.3970073163509369,0.39456894993782043
CMPD_0415,compound,12,0.3969769775867462,0.3855920732021332
CMPD_0538,compound,12,0.3969275653362274,0.43234577775001526
CMPD_0116,compound,12,0.39687347412109375,0.3802925646305084
CMPD_0470,compound,12,0.39682626724243164,0.3454960584640503
CMPD_0079,compound,12,0.3967462480068207,0.39370813965797424
CMPD_0199,compound,12,0.39673781394958496,0.40401196479797363
CMPD_0262,compound,12,0.3967196047306061,0.3737216889858246
CMPD_0412,compound,12,0.396716445684433,0.3789037764072418
CMPD_0482,compound,12,0.3966276943683624,0.4120643436908722
CMPD_0038,compound,12,0.3965815603733063,0.3728415071964264
CMPD_0439,compound,12,0.3965734541416168,0.4028353691101074
CMPD_0166,compound,12,0.3964952528476715,0.37137672305107117
CMPD_0087,compound,12,0.39644622802734375,0.3665914237499237
CMPD_0335,compound,12,0.39644503593444824,0.3934589624404907
CMPD_0076,compound,12,0.3964194357395172,0.39282289147377014
CMPD_0078,compound,12,0.3963432312011719,0.37683796882629395
CMPD_0096,compound,12,0.39630845189094543,0.3846592903137207
CMPD_0457,compound,12,0.39625802636146545,0.38497981429100037
CMPD_0330,compound,12,0.3958907127380371,0.3906843364238739
CMPD_0053,compound,12,0.3958222568035126,0.4030320942401886
CMPD_0127,compound,12,0.39581814408302307,0.3800942599773407
CMPD_0500,compound,12,0.3957320749759674,0.42109349370002747
CMPD_0229,compound,12,0.39569202065467834,0.39128077030181885
CMPD_0090,compound,12,0.3956679105758667,0.3927891254425049
CMPD_0110,compound,12,0.39565959572792053,0.37517985701560974
CMPD_0579,compound,12,0.3954584300518036,0.4045895040035248
CMPD_0118,compound,12,0.3953983783721924,0.4051554203033447
CMPD_0441,compound,12,0.39528676867485046,0.3960523307323456
CMPD_0019,compound,12,0.39525553584098816,0.3868269920349121
CMPD_0450,compound,12,0.39520350098609924,0.3652454614639282
CMPD_0216,compound,12,0.3951956331729889,0.36891236901283264
CMPD_0032,compound,12,0.395188570022583,0.40659263730049133
CMPD_0418,compound,12,0.39514780044555664,0.37236103415489197
CMPD_0478,compound,12,0.3951024115085602,0.36706116795539856
CMPD_0475,compound,12,0.39482080936431885,0.37931811809539795
CMPD_0255,compound,12,0.3947678804397583,0.40513575077056885
CMPD_0188,compound,12,0.3947308361530304,0.38315966725349426
CMPD_0062,compound,12,0.39460289478302,0.40889373421669006
CMPD_0136,compound,12,0.39454349875450134,0.37893036007881165
CMPD_0093,compound,12,0.3945198059082031,0.372013121843338
CMPD_0400,compound,12,0.3945183753967285,0.3676459789276123
CMPD_0582,compound,12,0.3944600522518158,0.3804236650466919
CMPD_0360,compound,12,0.3943997919559479,0.4084925949573517
CMPD_0578,compound,12,0.3943789005279541,0.4075261354446411
CMPD_0506,compound,12,0.39419400691986084,0.3905181884765625
CMPD_0163,compound,12,0.39416733384132385,0.380191445350647
CMPD_0177,compound,12,0.3941000998020172,0.37063562870025635
CMPD_0310,compound,12,0.39402079582214355,0.4156707525253296
CMPD_0202,compound,12,0.3939608633518219,0.3928994834423065
CMPD_0449,compound,12,0.39392027258872986,0.36857548356056213
CMPD_0317,compound,12,0.39391061663627625,0.3659813702106476
CMPD_0379,compound,12,0.39387908577919006,0.4038323163986206
CMPD_0054,compound,12,0.3937133848667145,0.3531496822834015
CMPD_0378,compound,12,0.39361128211021423,0.38680601119995117
CMPD_0535,compound,12,0.3935675323009491,0.37746942043304443
CMPD_0320,compound,12,0.3935430943965912,0.36938366293907166
CMPD_0107,compound,12,0.39351949095726013,0.3935214579105377
CMPD_0544,compound,12,0.3934851586818695,0.39106130599975586
CMPD_0443,compound,12,0.39348104596138,0.404742956161499
CMPD_0128,compound,12,0.3934793472290039,0.36816778779029846
CMPD_0514,compound,12,0.39334025979042053,0.41168904304504395
CMPD_0442,compound,12,0.39330220222473145,0.3722706139087677
CMPD_0548,compound,12,0.39325857162475586,0.39836597442626953
CMPD_0367,compound,12,0.39322102069854736,0.3742038309574127
CMPD_0222,compound,12,0.3932133913040161,0.37881019711494446
CMPD_0207,compound,12,0.3930976092815399,0.3768310844898224
CMPD_0467,compound,12,0.3929663896560669,0.38040927052497864
CMPD_0070,compound,12,0.39292025566101074,0.3714151382446289
CMPD_0238,compound,12,0.3928513526916504,0.4000576436519623
CMPD_0426,compound,12,0.39279115200042725,0.38646647334098816
CMPD_0419,compound,12,0.3927227556705475,0.3724816143512726
CMPD_0438,compound,12,0.3927193582057953,0.36541855335235596
CMPD_0496,compound,12,0.3926546573638916,0.3549468517303467
CMPD_0595,compound,12,0.3926362097263336,0.35785171389579773
CMPD_0280,compound,12,0.3924202620983124,0.38212600350379944
CMPD_0358,compound,12,0.3922058045864105,0.38158848881721497
CMPD_0122,compound,12,0.39204978942871094,0.3750152587890625
CMPD_0206,compound,12,0.3919495642185211,0.38955363631248474
CMPD_0147,compound,12,0.3917856514453888,0.3955773115158081
CMPD_0444,compound,12,0.39148470759391785,0.37872710824012756
CMPD_0414,compound,12,0.3914841413497925,0.3968888521194458
CMPD_0148,compound,12,0.39147207140922546,0.3843275308609009
CMPD_0529,compound,12,0.3912383019924164,0.40096423029899597
CMPD_0303,compound,12,0.39115405082702637,0.37619104981422424
CMPD_0083,compound,12,0.39104750752449036,0.4120234251022339
CMPD_0381,compound,12,0.3910386860370636,0.3778980076313019
CMPD_0126,compound,12,0.39103302359580994,0.394843727350235
CMPD_0089,compound,12,0.3909803330898285,0.38679495453834534
CMPD_0513,compound,12,0.3908288776874542,0.36415520310401917
CMPD_0115,compound,12,0.3908041715621948,0.3573134243488312
CMPD_0532,compound,12,0.39063572883605957,0.41247880458831787
CMPD_0520,compound,12,0.39033451676368713,0.3843735456466675
CMPD_0259,compound,12,0.39029085636138916,0.4018930494785309
CMPD_0590,compound,12,0.3902297914028168,0.43184414505958557
CMPD_0261,compound,12,0.39016056060791016,0.3670608699321747
CMPD_0265,compound,12,0.3901313841342926,0.35684123635292053
CMPD_0185,compound,12,0.39002862572669983,0.3778599500656128
CMPD_0533,compound,12,0.38992056250572205,0.39183974266052246
CMPD_0445,compound,12,0.38981810212135315,0.37495043873786926
CMPD_0325,compound,12,0.38967087864875793,0.39264369010925293
CMPD_0240,compound,12,0.3896636664867401,0.37152576446533203
CMPD_0301,compound,12,0.3896303176879883,0.373958021402359
CMPD_0155,compound,12,0.3895622491836548,0.36247947812080383
CMPD_0376,compound,12,0.38950315117836,0.3904733955860138
CMPD_0244,compound,12,0.3894752562046051,0.37140992283821106
CMPD_0397,compound,12,0.3893032968044281,0.3770930767059326
CMPD_0167,compound,12,0.3892626464366913,0.39652836322784424
CMPD_0140,compound,12,0.3892273008823395,0.3954932689666748
CMPD_0120,compound,12,0.3892248570919037,0.35066235065460205
CMPD_0157,compound,12,0.38909342885017395,0.38498198986053467
CMPD_0086,compound,12,0.3889988362789154,0.40561172366142273
CMPD_0583,compound,12,0.3888651430606842,0.3968241512775421
CMPD_0404,compound,12,0.3888040781021118,0.3698326349258423
CMPD_0473,compound,12,0.38846924901008606,0.37457406520843506
CMPD_0194,compound,12,0.3884629011154175,0.359435111284256
CMPD_0530,compound,12,0.3882531225681305,0.3985329866409302
CMPD_0354,compound,12,0.3881944715976715,0.3579176664352417
CMPD_0528,compound,12,0.3881760835647583,0.3742910921573639
CMPD_0069,compound,12,0.38815879821777344,0.38209912180900574
CMPD_0250,compound,12,0.3881042003631592,0.40947675704956055
CMPD_0101,compound,12,0.3879084587097168,0.3704785406589508
CMPD_0374,compound,12,0.387813925743103,0.38166022300720215
CMPD_0315,compound,12,0.38773179054260254,0.4335540533065796
CMPD_0174,compound,12,0.38764727115631104,0.36849990487098694
CMPD_0329,compound,12,0.3876229226589203,0.37758490443229675
CMPD_0047,compound,12,0.3875521421432495,0.369625449180603
CMPD_0095,compound,12,0.3875361382961273,0.3659283220767975
CMPD_0290,compound,12,0.38741087913513184,0.3733021318912506
CMPD_0352,compound,12,0.3872334957122803,0.38167479634284973
CMPD_0023,compound,12,0.38722825050354004,0.35926878452301025
CMPD_0316,compound,12,0.3872034251689911,0.35850468277931213
CMPD_0347,compound,12,0.3869722783565521,0.37556612491607666
CMPD_0563,compound,12,0.3867885172367096,0.39772799611091614
CMPD_0091,compound,12,0.3867731988430023,0.37896016240119934
CMPD_0541,compound,12,0.3865934908390045,0.3612029254436493
CMPD_0502,compound,12,0.38654324412345886,0.3965512812137604
CMPD_0455,compound,12,0.38653790950775146,0.3912288248538971
CMPD_0401,compound,12,0.38633623719215393,0.37234726548194885
CMPD_0066,compound,12,0.38632452487945557,0.38907870650291443
CMPD_0237,compound,12,0.3863198459148407,0.3838857412338257
CMPD_0288,compound,12,0.3862379789352417,0.4024505317211151
CMPD_0388,compound,12,0.3862307071685791,0.38506603240966797
CMPD_0044,compound,12,0.3862043619155884,0.39861416816711426
CMPD_0564,compound,12,0.3861825466156006,0.37468719482421875
CMPD_0552,compound,12,0.3860921561717987,0.39928755164146423
CMPD_0227,compound,12,0.3860580623149872,0.3990370035171509
CMPD_0299,compound,12,0.38604748249053955,0.3707512617111206
CMPD_0050,compound,12,0.3859219551086426,0.4167933166027069
CMPD_0154,compound,12,0.38581588864326477,0.3759123980998993
CMPD_0534,compound,12,0.38576602935791016,0.40437474846839905
CMPD_0308,compound,12,0.3857629597187042,0.37921151518821716
CMPD_0220,compound,12,0.38563835620880127,0.3926600515842438
CMPD_0366,compound,12,0.38543811440467834,0.39351797103881836
CMPD_0531,compound,12,0.38536474108695984,0.38589558005332947
CMPD_0012,compound,12,0.38529613614082336,0.37355363368988037
CMPD_0350,compound,12,0.3852717876434326,0.3880378305912018
CMPD_0180,compound,12,0.3851563036441803,0.36104512214660645
CMPD_0146,compound,12,0.3851545751094818,0.38440871238708496
CMPD_0256,compound,12,0.3851129114627838,0.3979695737361908
CMPD_0168,compound,12,0.385051965713501,0.3806217610836029
CMPD_0561,compound,12,0.38503050804138184,0.38077807426452637
CMPD_0516,compound,12,0.38498783111572266,0.3902050256729126
CMPD_0275,compound,12,0.3849877417087555,0.37921929359436035
CMPD_0046,compound,12,0.3849705755710602,0.3999614417552948
CMPD_0353,compound,12,0.38494428992271423,0.38934847712516785
